1, none, minecraft:the_void, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7169, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
7170, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
7171, taiga, biomesoplenty:coniferous_forest, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
7172, taiga, biomesoplenty:coniferous_forest, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
7173, taiga, biomesoplenty:coniferous_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7174, taiga, biomesoplenty:coniferous_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
7175, taiga, biomesoplenty:coniferous_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
7176, taiga, biomesoplenty:coniferous_forest, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
7177, taiga, biomesoplenty:coniferous_forest, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
7178, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
7179, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
7180, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:invisible_static, 10, 1, 1
7181, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
7182, taiga, biomesoplenty:coniferous_forest, MONSTER, tr_slender:slenderman, 25, 1, 1
7183, taiga, biomesoplenty:coniferous_forest, MONSTER, antlers:wendigo, 20, 1, 1
7184, taiga, biomesoplenty:coniferous_forest, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
7185, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
7186, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
7187, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
7188, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
7189, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
7190, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
7191, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
7192, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
7193, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
7194, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
7195, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
7196, taiga, biomesoplenty:coniferous_forest, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
7197, taiga, biomesoplenty:coniferous_forest, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
7198, taiga, biomesoplenty:coniferous_forest, MONSTER, red_sea_object:scp_093, 10, 1, 1
7199, taiga, biomesoplenty:coniferous_forest, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
7200, taiga, biomesoplenty:coniferous_forest, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
7201, taiga, biomesoplenty:coniferous_forest, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
7202, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
7203, taiga, biomesoplenty:coniferous_forest, MONSTER, shy_guy:shy_guy, 10, 1, 1
7204, taiga, biomesoplenty:coniferous_forest, MONSTER, builder_bear:builder_bear, 10, 1, 1
7205, taiga, biomesoplenty:coniferous_forest, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
7206, taiga, biomesoplenty:coniferous_forest, MONSTER, erics_toy:erics_toy, 10, 1, 1
7207, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
7208, taiga, biomesoplenty:coniferous_forest, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
7209, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
7210, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
7211, taiga, biomesoplenty:coniferous_forest, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
7212, taiga, biomesoplenty:coniferous_forest, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
7213, taiga, biomesoplenty:coniferous_forest, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
7214, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
7215, taiga, biomesoplenty:coniferous_forest, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
7216, taiga, biomesoplenty:coniferous_forest, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
7217, taiga, biomesoplenty:coniferous_forest, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
7218, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
7219, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:pig, 10, 4, 4
7220, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
7221, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:cow, 10, 4, 4
7222, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
7223, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
7224, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
7225, taiga, biomesoplenty:coniferous_forest, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
7226, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
7227, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
7228, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:crow, 10, 3, 5
7229, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:banana_slug, 14, 2, 3
7230, taiga, biomesoplenty:coniferous_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
7231, taiga, biomesoplenty:coniferous_forest, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
7232, taiga, biomesoplenty:coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
7233, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
7234, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
7235, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
7236, taiga, biomesoplenty:coniferous_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
7237, taiga, biomesoplenty:coniferous_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7238, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
7239, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
7240, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:void_hands, 10, 1, 1
7241, taiga, biomesoplenty:coniferous_forest, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
7242, taiga, biomesoplenty:coniferous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7243, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7244, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7245, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7246, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7247, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7248, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7249, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7250, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7251, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7252, taiga, biomesoplenty:coniferous_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7253, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:spider, 80, 4, 4
7254, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie, 80, 4, 4
7255, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie_villager, 10, 1, 1
7256, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:skeleton, 80, 4, 4
7257, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:creeper, 80, 4, 4
7258, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:slime, 80, 4, 4
7259, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:enderman, 5, 1, 4
7260, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:witch, 5, 1, 1
7261, extreme_hills, biomesoplenty:crag, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7262, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
7263, extreme_hills, biomesoplenty:crag, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
7264, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
7265, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
7266, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
7267, extreme_hills, biomesoplenty:crag, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
7268, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
7269, extreme_hills, biomesoplenty:crag, MONSTER, burning_man:burning_man, 10, 1, 1
7270, extreme_hills, biomesoplenty:crag, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
7271, extreme_hills, biomesoplenty:crag, MONSTER, boh:michael_davies, 20, 4, 4
7272, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
7273, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:nightmare, 10, 1, 1
7274, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
7275, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
7276, extreme_hills, biomesoplenty:crag, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
7277, extreme_hills, biomesoplenty:crag, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
7278, extreme_hills, biomesoplenty:crag, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7279, extreme_hills, biomesoplenty:crag, MONSTER, alexsmobs:farseer, 30, 1, 1
7280, extreme_hills, biomesoplenty:crag, MONSTER, alexsmobs:murmur, 10, 1, 1
7281, extreme_hills, biomesoplenty:crag, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
7282, extreme_hills, biomesoplenty:crag, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
7283, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
7284, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
7285, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:invisible_static, 10, 1, 1
7286, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
7287, extreme_hills, biomesoplenty:crag, MONSTER, tr_slender:slenderman, 25, 1, 1
7288, extreme_hills, biomesoplenty:crag, MONSTER, antlers:wendigo, 20, 1, 1
7289, extreme_hills, biomesoplenty:crag, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
7290, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
7291, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
7292, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
7293, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
7294, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
7295, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
7296, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
7297, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
7298, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
7299, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
7300, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
7301, extreme_hills, biomesoplenty:crag, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
7302, extreme_hills, biomesoplenty:crag, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
7303, extreme_hills, biomesoplenty:crag, MONSTER, red_sea_object:scp_093, 10, 1, 1
7304, extreme_hills, biomesoplenty:crag, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
7305, extreme_hills, biomesoplenty:crag, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
7306, extreme_hills, biomesoplenty:crag, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
7307, extreme_hills, biomesoplenty:crag, MONSTER, shy_guy:shy_guy, 10, 1, 1
7308, extreme_hills, biomesoplenty:crag, MONSTER, builder_bear:builder_bear, 10, 1, 1
7309, extreme_hills, biomesoplenty:crag, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
7310, extreme_hills, biomesoplenty:crag, MONSTER, erics_toy:erics_toy, 10, 1, 1
7311, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
7312, extreme_hills, biomesoplenty:crag, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
7313, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
7314, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
7315, extreme_hills, biomesoplenty:crag, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
7316, extreme_hills, biomesoplenty:crag, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
7317, extreme_hills, biomesoplenty:crag, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
7318, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
7319, extreme_hills, biomesoplenty:crag, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
7320, extreme_hills, biomesoplenty:crag, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
7321, extreme_hills, biomesoplenty:crag, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
7322, extreme_hills, biomesoplenty:crag, CREATURE, minecraft:goat, 10, 4, 6
7323, extreme_hills, biomesoplenty:crag, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
7324, extreme_hills, biomesoplenty:crag, CREATURE, alexsmobs:sunbird, 10, 1, 1
7325, extreme_hills, biomesoplenty:crag, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
7326, extreme_hills, biomesoplenty:crag, AMBIENT, minecraft:bat, 10, 8, 8
7327, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
7328, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
7329, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
7330, extreme_hills, biomesoplenty:crag, AMBIENT, alexsmobs:fly, 10, 2, 3
7331, extreme_hills, biomesoplenty:crag, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7332, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
7333, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
7334, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:void_hands, 10, 1, 1
7335, extreme_hills, biomesoplenty:crag, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
7336, extreme_hills, biomesoplenty:crag, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7337, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7338, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7339, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7340, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7341, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7342, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7343, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7344, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7345, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7346, extreme_hills, biomesoplenty:crag, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7347, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:spider, 80, 4, 4
7348, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie, 80, 4, 4
7349, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
7350, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:skeleton, 80, 4, 4
7351, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:creeper, 80, 4, 4
7352, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:slime, 80, 4, 4
7353, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:enderman, 5, 1, 4
7354, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:witch, 5, 1, 1
7355, taiga, biomesoplenty:dead_forest, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
7356, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
7357, taiga, biomesoplenty:dead_forest, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
7358, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
7359, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
7360, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
7361, taiga, biomesoplenty:dead_forest, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
7362, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
7363, taiga, biomesoplenty:dead_forest, MONSTER, burning_man:burning_man, 10, 1, 1
7364, taiga, biomesoplenty:dead_forest, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
7365, taiga, biomesoplenty:dead_forest, MONSTER, boh:michael_davies, 20, 4, 4
7366, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
7367, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
7368, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
7369, taiga, biomesoplenty:dead_forest, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
7370, taiga, biomesoplenty:dead_forest, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
7371, taiga, biomesoplenty:dead_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7372, taiga, biomesoplenty:dead_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
7373, taiga, biomesoplenty:dead_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
7374, taiga, biomesoplenty:dead_forest, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
7375, taiga, biomesoplenty:dead_forest, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
7376, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:revenant, 25, 5, 8
7377, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
7378, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
7379, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:invisible_static, 10, 1, 1
7380, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
7381, taiga, biomesoplenty:dead_forest, MONSTER, tr_slender:slenderman, 25, 1, 1
7382, taiga, biomesoplenty:dead_forest, MONSTER, antlers:wendigo, 20, 1, 1
7383, taiga, biomesoplenty:dead_forest, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
7384, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
7385, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
7386, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
7387, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
7388, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
7389, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
7390, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
7391, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
7392, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
7393, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
7394, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
7395, taiga, biomesoplenty:dead_forest, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
7396, taiga, biomesoplenty:dead_forest, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
7397, taiga, biomesoplenty:dead_forest, MONSTER, red_sea_object:scp_093, 10, 1, 1
7398, taiga, biomesoplenty:dead_forest, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
7399, taiga, biomesoplenty:dead_forest, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
7400, taiga, biomesoplenty:dead_forest, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
7401, taiga, biomesoplenty:dead_forest, MONSTER, shy_guy:shy_guy, 10, 1, 1
7402, taiga, biomesoplenty:dead_forest, MONSTER, builder_bear:builder_bear, 10, 1, 1
7403, taiga, biomesoplenty:dead_forest, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
7404, taiga, biomesoplenty:dead_forest, MONSTER, erics_toy:erics_toy, 10, 1, 1
7405, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
7406, taiga, biomesoplenty:dead_forest, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
7407, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
7408, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
7409, taiga, biomesoplenty:dead_forest, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
7410, taiga, biomesoplenty:dead_forest, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
7411, taiga, biomesoplenty:dead_forest, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
7412, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
7413, taiga, biomesoplenty:dead_forest, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
7414, taiga, biomesoplenty:dead_forest, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
7415, taiga, biomesoplenty:dead_forest, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
7416, taiga, biomesoplenty:dead_forest, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
7417, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
7418, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
7419, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:crow, 10, 3, 5
7420, taiga, biomesoplenty:dead_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
7421, taiga, biomesoplenty:dead_forest, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
7422, taiga, biomesoplenty:dead_forest, AMBIENT, minecraft:bat, 10, 8, 8
7423, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
7424, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
7425, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
7426, taiga, biomesoplenty:dead_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
7427, taiga, biomesoplenty:dead_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7428, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
7429, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
7430, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:void_hands, 10, 1, 1
7431, taiga, biomesoplenty:dead_forest, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
7432, taiga, biomesoplenty:dead_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7433, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7434, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7435, taiga, biomesoplenty:dead_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
